episode,task_type,target_id,instruction,visual_perturbation,perturbation,ensemble_mode,temporal_profile,ensemble_decay,max_prediction_age,grounding_shift_reset_threshold_m,execution_mode,uses_privileged_execution_assistance,uses_privileged_perturbation_oracle,scene_seed,scene_rejections,task_success,clean_success,task_success_step,clean_success_step,wrong_object_contact,wrong_object_contact_ids,first_wrong_object_contact_step,steps,termination,failure_category,mean_grounding_error_cm,max_grounding_error_cm,final_grounding_error_cm,final_predicted_target_x,final_predicted_target_y,final_predicted_target_z,mean_target_class_accuracy,min_eef_target_distance,gripper_close_step,target_contact,first_target_contact_step,target_motion_detected,grasped_once,first_grasp_step,first_grasp_lost_step,collateral_object_contact,collateral_contact_ids,wrong_object_moved,wrong_object_moved_ids,first_wrong_object_movement_step,max_wrong_object_displacement,max_wrong_displacement_by_id_json,max_target_height,min_target_height,min_target_uprightness,target_toppled,final_target_height,push_forward_displacement,push_lateral_displacement,action_clip_rate,safety_intervention_rate,workspace_violation_rate,recovery_cycles,mean_pose_action_norm,latest_only_rate,mean_oldest_prediction_age,max_oldest_prediction_age,mean_temporal_contributors,mean_latest_prediction_weight,phase_transition_count,grounding_shift_resets,grounding_reset_steps_json,stale_predictions_discarded,diagnostic_trace_enabled,phase_transition_trace_json,contact_event_trace_json,target_prediction_trace_json
79,push,A,Push the red cube away from the robot,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,817418254,2,1,1,84,84,0,,0,84,success,success,0.6596332307192858,1.3130491096449977,0.259056119250918,0.1841076910495758,0.12447511404752731,0.8220106959342957,1.0,0.032666875723611606,1,1,68,1,0,0,0,0,,0,,0,0.002415413534298083,"{""B"":0.002415413534298083,""C"":0.002354334879174065}",0.8240000000000001,0.8206096551667561,0.9996968420455232,0,0.8221497653095029,0.07613289678325257,0.00986201621373382,0.0,0.14285714285714285,0.0,0,0.42318082336550217,0.5952380952380952,1.130952380952381,3,2.130952380952381,0.8275851083701795,3,1,[],190,0,[],[],[]
80,push,C,Push the green cylinder away from the robot,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,299344034,13,1,1,106,106,0,,0,106,success,success,0.7116537796247335,2.1365196942653486,1.3493859338783585,-0.12050065398216248,0.1935628205537796,0.8247857093811035,1.0,0.03926978912670614,1,1,73,1,0,0,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""B"":0.002415413534298083}",0.8293864383343821,0.8216232979943578,0.9650823941919953,0,0.8284404357774187,0.06881501138413833,0.0201375632546183,0.1509433962264151,0.1320754716981132,0.0,0,0.4645362141809464,0.5188679245283019,1.3867924528301887,3,2.3867924528301887,0.7917205328811501,3,1,[],190,0,[],[],[]
81,pick,C,Pick up the green cylinder,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,1765203531,0,1,1,76,82,0,,0,82,success,success,0.9427421918319536,1.5781087903339812,0.947569492773607,0.02202128991484642,-0.07549018412828445,0.8976200819015503,1.0,0.004340758738680994,63,1,67,1,1,67,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""B"":0.002415413534298083}",0.9040224493754756,0.8216390580520613,0.9999289187767317,0,0.9040224493754756,0.0,0.005644883702024671,0.0,0.0,0.0,0,0.39388466031401737,0.6341463414634146,1.024390243902439,3,2.024390243902439,0.844652608924118,3,5,[],319,0,[],[],[]
82,pick,B,Pick up the blue ball,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,29183620,0,1,1,81,87,0,,0,87,success,success,0.728691096698009,2.363458602356271,2.225183664546772,-0.12710797786712646,-0.0865246057510376,0.9036746025085449,1.0,0.011878506187738511,67,1,64,1,1,73,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""C"":0.0023657989821891366}",0.9052657225145129,0.825364479071605,1.0,0,0.9052657225145129,0.0,0.010309867949715416,0.0,0.0,0.0,0,0.3317648188898757,0.6781609195402298,0.896551724137931,3,1.896551724137931,0.8638040872797386,3,3,[],321,0,[],[],[]
83,push,A,Push the red cube away from the robot,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,774465402,5,1,1,82,82,0,,0,82,success,success,0.6355261037826482,1.3133841488543307,0.7294394902280475,0.048717252910137177,0.16075287759304047,0.821505069732666,1.0,0.03172964071988203,1,1,66,1,0,0,0,0,,0,,0,0.002415413534298083,"{""B"":0.002415413534298083,""C"":0.0023541204281300626}",0.8240000000000001,0.8206096551667561,0.999923328996374,0,0.8221975520649445,0.07660872594390437,0.01220522862326244,0.04878048780487805,0.0,0.0,0,0.41076724229961636,0.6097560975609756,1.0975609756097562,3,2.097560975609756,0.8338057593929032,3,1,[],190,0,[],[],[]
84,push,B,Push the blue ball away from the robot,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,1223708850,2,1,1,74,74,0,,0,74,success,success,0.6805470634639075,1.3049103939836089,0.6172204584995564,0.10428260266780853,-0.15190361440181732,0.8258299231529236,1.0,0.03505501203714273,1,1,64,1,0,0,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""C"":0.002358882715795818}",0.8280000000000001,0.825584586465702,1.0,0,0.8258717368766132,0.0820692501934456,0.004254764536700521,0.10810810810810811,0.0,0.0,0,0.4754066467497898,0.5405405405405406,1.1891891891891893,3,2.189189189189189,0.8136441755916929,3,3,[],281,0,[],[],[]
85,push,B,Push the blue ball away from the robot,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,1481387850,0,1,1,72,72,0,,0,72,success,success,0.5611125226469204,1.0078518383169761,0.37605485453735815,0.11174175143241882,0.10482258349657059,0.8256371021270752,1.0,0.034830965438739044,1,1,65,1,0,0,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""C"":0.0023528238990334605}",0.8280000000000001,0.825584586465702,1.0,0,0.8259099894289497,0.0782191461158335,0.004138761610554141,0.1388888888888889,0.013888888888888888,0.0,0,0.43721111735586976,0.5694444444444444,1.1666666666666667,3,2.1666666666666665,0.819100154519301,3,3,[],264,0,[],[],[]
86,push,B,Push the blue ball away from the robot,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,409720910,1,1,1,76,76,0,,0,76,success,success,0.5412859568929208,0.9898186032060394,0.9182946354550791,0.1784723997116089,0.11644887179136276,0.8253875374794006,1.0,0.03492990936294205,1,1,67,1,0,0,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""C"":0.0023591866987413873}",0.8280000000000001,0.825584586465702,1.0,0,0.8258843904217188,0.08639427638199783,0.0066055206356769,0.14473684210526316,0.02631578947368421,0.0,0,0.44976099328515756,0.5526315789473685,1.1842105263157894,3,2.1842105263157894,0.816918019260922,3,5,[],302,0,[],[],[]
87,push,B,Push the blue ball away from the robot,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,1465117162,5,1,1,75,75,0,,0,75,success,success,0.3591417987145359,0.8773852640289345,0.2538957649777822,0.039320655167102814,0.14692753553390503,0.8256378173828125,1.0,0.03543632956615696,1,1,74,1,0,0,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""C"":0.002361373617911968}",0.8280000000000001,0.825584586465702,1.0,0,0.8259075267500131,0.07216849270633569,0.0003778685449949162,0.09333333333333334,0.0,0.0,0,0.4713676142426914,0.52,1.2533333333333334,3,2.2533333333333334,0.8042696977630089,3,4,[],265,0,[],[],[]
88,pick,C,Pick up the green cylinder,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,1164170631,0,0,0,0,0,0,,0,200,horizon,grasp_failed_after_contact,1.1178160557739185,3.8583964527924293,1.0935682676559466,0.13096429407596588,-0.09850851446390152,0.8216785192489624,1.0,0.030790865040721684,60,1,53,1,0,0,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""B"":0.002415413534298083}",0.8344219726937657,0.8203462428552936,0.8412599414587021,0,0.8220818948293738,0.0,0.00955300750142573,0.045,0.0,0.0,0,0.34438221220397713,0.625,1.095,3,2.095,0.8362453827334339,16,9,[],624,0,[],[],[]
89,push,A,Push the red cube away from the robot,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,276078191,8,1,1,86,86,0,,0,86,success,success,0.4517257723029324,1.120699900590618,0.7418942075913432,0.18884684145450592,0.14971616864204407,0.8231439590454102,1.0,0.0342906818862252,1,1,69,1,0,0,0,0,,0,,0,0.002415413534298083,"{""B"":0.002415413534298083,""C"":0.0023682717752716346}",0.8240000000000001,0.8206096551667561,0.9965966209128965,0,0.8237147291074238,0.0772416460130419,0.014150549157210536,0.023255813953488372,0.12790697674418605,0.0,0,0.4344590416847832,0.5697674418604651,1.2209302325581395,3,2.2209302325581395,0.8156798618176636,3,2,[],209,0,[],[],[]
90,push,A,Push the red cube away from the robot,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,2118584487,4,1,1,83,83,0,,0,83,success,success,0.9451863931662005,1.6254343764618064,1.6254343764618064,0.18192490935325623,-0.12846991419792175,0.8217124342918396,1.0,0.03391095786084044,1,1,67,1,0,0,0,0,,0,,0,0.002415413534298083,"{""B"":0.002415413534298083,""C"":0.0023710444549418963}",0.8240000000000001,0.8206096551667561,0.999979607460773,0,0.8221345843087386,0.07180704030124951,0.014362090194256301,0.0,0.14457831325301204,0.0,0,0.41383480940392053,0.5903614457831325,1.1566265060240963,3,2.1566265060240966,0.825091935044078,3,1,[],190,0,[],[],[]
91,push,C,Push the green cylinder away from the robot,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,269014865,2,1,1,85,85,0,,0,85,success,success,0.9907840577204655,1.8504963151159153,0.8123474499966853,0.19585855305194855,-0.04498889297246933,0.8234594464302063,1.0,0.04242154606404836,1,1,70,1,0,0,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""B"":0.002415413534298083}",0.8247474872056276,0.8216528697220831,0.997899895941373,0,0.8247474872056276,0.07406808630165714,0.00264183872475345,0.0,0.2235294117647059,0.0,0,0.41007897853684827,0.5647058823529412,1.2352941176470589,3,2.235294117647059,0.8135113896037537,3,1,[],190,0,[],[],[]
92,pick,C,Pick up the green cylinder,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,1790635791,0,1,1,79,85,0,,0,85,success,success,0.645939792979986,1.753351499245512,1.753351499245512,0.05959761515259743,0.09175970405340195,0.9123592376708984,1.0,0.005495560499963319,67,1,69,1,1,71,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""B"":0.002415413534298083}",0.9049282635896018,0.821640552606724,0.9998380650813488,0,0.9049282635896018,0.0,0.00481874298348146,0.0,0.0,0.0,0,0.4018182345441698,0.6352941176470588,1.0235294117647058,3,2.023529411764706,0.8449034482470338,3,4,[],348,0,[],[],[]
93,pick,A,Pick up the red cube,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,455845045,0,0,0,0,0,0,,0,200,horizon,grasp_failed_after_contact,1.6981550719847431,8.211875178823904,2.920052134053618,-0.10584305226802826,-0.09954291582107544,0.8299250602722168,1.0,0.025666666233699398,127,1,131,1,0,0,0,0,,0,,0,0.002415413534298083,"{""B"":0.002415413534298083,""C"":0.002377230283739418}",0.8240000000000001,0.8206096551667561,0.9979891022958327,0,0.8230606950704076,0.0,0.008538855132194108,0.0,0.0,0.0,0,0.2719694786539868,0.385,1.62,3,2.62,0.7515359798926792,5,17,[],925,0,[],[],[]
94,pick,A,Pick up the red cube,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,1815940273,0,1,1,75,80,0,,0,80,success,success,0.8758703313542519,2.2773456453475207,0.5719574559806981,-0.06313586235046387,-0.10105720907449722,0.9007353782653809,1.0,0.0017620258349975132,60,1,65,1,1,65,0,0,,0,,0,0.002415413534298083,"{""B"":0.002415413534298083,""C"":0.002354529333756631}",0.9036821088688511,0.8206096551667561,0.9999571116004518,0,0.9036821088688511,0.0,0.006855061290400127,0.0,0.0,0.0,0,0.36188347857863495,0.6625,0.9375,3,1.9375,0.8574459553014633,3,8,[],392,0,[],[],[]
95,push,B,Push the blue ball away from the robot,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,573930580,3,1,1,69,69,0,,0,69,success,success,0.883978699655914,1.7822735993676921,1.3742785626301137,-0.030745554715394974,-0.13985639810562134,0.8259124159812927,1.0,0.03559041106760271,1,1,58,1,0,0,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""C"":0.0023581482350419104}",0.8280000000000001,0.8255419907913911,1.0,0,0.8255419907913911,0.07513168378291128,0.026245762335161266,0.18840579710144928,0.0,0.0,0,0.5403778872657,0.6086956521739131,1.0724637681159421,3,2.072463768115942,0.8352202162109226,3,3,[],246,0,[],[],[]
96,pick,A,Pick up the red cube,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,1059174535,0,1,1,81,86,0,,0,86,success,success,0.8968591186831488,2.265873614967441,2.023717063471772,0.05812186747789383,0.10753314942121506,0.8990983366966248,1.0,0.0035481911302897877,66,1,71,1,1,72,0,0,,0,,0,0.002415413534298083,"{""B"":0.002415413534298083,""C"":0.0023701454398823685}",0.9061525577524844,0.8206096551667561,0.9999952655065343,0,0.9061525577524844,0.0,0.0009751014867492451,0.046511627906976744,0.0,0.0,0,0.45631748062973987,0.627906976744186,1.0465116279069768,3,2.046511627906977,0.8415357240723031,3,4,[],265,0,[],[],[]
97,pick,C,Pick up the green cylinder,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,1098248379,0,1,1,79,85,0,,0,85,success,success,0.676329468358037,2.055476419658966,1.4082697735429224,0.05681911110877991,-0.10258933901786804,0.9087011218070984,1.0,0.002609757943273086,66,1,69,1,1,70,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""B"":0.002415413534298083}",0.9045843703259597,0.8216318937657698,0.9999737609978183,0,0.9045843703259597,0.0,0.004821411791968605,0.0,0.0,0.0,0,0.39864405427628574,0.6235294117647059,1.0588235294117647,3,2.0588235294117645,0.8396714384731537,3,6,[],338,0,[],[],[]
98,pick,B,Pick up the blue ball,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,1980212307,0,1,1,82,88,0,,0,88,success,success,0.4577272070248983,1.1708957986614605,0.9241909456367696,0.12158353626728058,0.11516612023115158,0.9098053574562073,1.0,0.003487313262312879,69,1,73,1,1,74,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""C"":0.0023647775896099383}",0.9059622191493375,0.825584586465702,1.0,0,0.9059622191493375,0.0,0.0018821057507653455,0.06818181818181818,0.0,0.0,0,0.42587032739303476,0.6022727272727273,1.125,3,2.125,0.8299762474758942,3,4,[],333,0,[],[],[]
99,push,A,Push the red cube away from the robot,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,445877071,1,1,1,79,79,0,,0,79,success,success,0.6632826308694317,1.346782320775124,1.0395939986802354,-0.0621240995824337,-0.13073879480361938,0.822242796421051,1.0,0.03190013361316161,1,1,63,1,0,0,0,0,,0,,0,0.002415413534298083,"{""B"":0.002415413534298083,""C"":0.002362437064563752}",0.8240000000000001,0.8206096551667561,0.9999710345173298,0,0.8219882489364024,0.0821156427362341,0.009917857049744218,0.12658227848101267,0.17721518987341772,0.0,0,0.5111124373202213,0.6962025316455697,0.8354430379746836,3,1.8354430379746836,0.8725296065374234,3,1,[],190,0,[],[],[]
100,pick,C,Pick up the green cylinder,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,1199365379,0,1,1,83,89,0,,0,89,success,success,1.1270799271214293,3.2953334072329623,3.2953334072329623,-0.13943363726139069,-0.1162974163889885,0.8994914293289185,1.0,0.013037072734279873,69,1,66,1,1,74,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""B"":0.002415413534298083}",0.9064214275173066,0.8216277672167954,0.9996433174164849,0,0.9064214275173066,0.0,0.01592281634367328,0.0,0.0,0.0,0,0.35435579837713865,0.6629213483146067,0.9438202247191011,3,1.9438202247191012,0.8568709430536817,3,4,[],334,0,[],[],[]
101,push,B,Push the blue ball away from the robot,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,1077275937,2,1,1,75,75,0,,0,75,success,success,0.4890155175950974,0.950758254290576,0.5316565515869601,0.06835830211639404,0.1086144670844078,0.8257502317428589,1.0,0.03418527833052532,1,1,65,1,0,0,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""C"":0.0023483968610863728}",0.8280000000000001,0.825584586465702,1.0,0,0.8259095530512941,0.073734027733655,0.0011402821501399962,0.06666666666666667,0.013333333333333334,0.0,0,0.4306334748194472,0.52,1.28,3,2.28,0.802617704030273,3,4,[],247,0,[],[],[]
102,push,A,Push the red cube away from the robot,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,1713122111,0,1,1,75,75,0,,0,75,success,success,1.251166526530718,1.7561803275001977,0.6935928299838455,-0.11746029555797577,0.18680882453918457,0.822425127029419,1.0,0.031384132510812554,1,1,58,1,1,67,68,0,,0,,0,0.002415413534298083,"{""B"":0.002415413534298083,""C"":0.002380390395634004}",0.8240000000000001,0.8206096551667561,0.9999386195977422,0,0.8219840178506387,0.07035917540590907,0.014507532284694202,0.18666666666666668,0.0,0.0,0,0.5442781999198347,0.6666666666666666,0.92,3,1.92,0.8598015744756886,3,3,[],308,0,[],[],[]
103,push,B,Push the blue ball away from the robot,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,350596580,13,1,1,69,69,0,,0,69,success,success,0.7983684772176975,2.792585982432234,2.495105515308171,-0.09378397464752197,-0.1791338324546814,0.8258859515190125,1.0,0.03593582867956722,1,1,58,1,0,0,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""C"":0.0023779953027093913}",0.8280000000000001,0.825584586465702,1.0,0,0.825863728787556,0.08353398838634359,7.781106234621054e-05,0.4057971014492754,0.0,0.0,0,0.608830815007007,0.6086956521739131,1.0,3,2.0,0.8434610910041833,3,3,[],294,0,[],[],[]
104,pick,B,Pick up the blue ball,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,68859152,0,1,1,77,82,0,,0,82,success,success,0.6682977507708104,2.7627838166884118,0.28298307332529865,0.01739487424492836,-0.0037068184465169907,0.8969919085502625,1.0,0.003383492861905199,63,1,67,1,1,68,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""C"":0.002351887053024461}",0.9034911551378499,0.825479794642593,1.0,0,0.9034911551378499,0.0,0.0024209192425337055,0.0,0.0,0.0,0,0.35889317702031753,0.6463414634146342,0.9878048780487805,3,1.9878048780487805,0.8500760336897253,3,4,[],316,0,[],[],[]
105,push,C,Push the green cylinder away from the robot,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,473992873,3,1,1,102,102,0,,0,102,success,success,1.0367788253708297,2.1799600560361148,0.8754950399158051,-0.14887437224388123,-0.179848775267601,0.8237272500991821,1.0,0.042661562499237485,1,1,87,1,0,0,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""B"":0.002415413534298083}",0.8240000000000001,0.8216297959299619,0.9999764488711662,0,0.822985041782996,0.09219330820598474,0.0032591184372723885,0.12745098039215685,0.21568627450980393,0.0,0,0.44808132422359265,0.5,1.4411764705882353,3,2.4411764705882355,0.7835527106411952,2,2,[],325,0,[],[],[]
106,pick,A,Pick up the red cube,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,726087903,0,1,1,73,79,0,,0,79,success,success,1.1168466514663684,3.989502175922198,2.009167585147294,-0.1035042554140091,-0.06681544333696365,0.9140452146530151,1.0,0.007737944677800194,57,1,37,1,1,64,0,0,,0,,0,0.002415413534298083,"{""B"":0.002415413534298083,""C"":0.002343284449855476}",0.9071464403829715,0.8206096551667561,0.9998557739418175,0,0.9071464403829715,0.0,0.009432961706085593,0.0,0.0,0.0,0,0.3451341562028193,0.7215189873417721,0.759493670886076,3,1.759493670886076,0.8837883617470386,3,9,[],549,0,[],[],[]
107,push,C,Push the green cylinder away from the robot,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,951856953,11,1,1,168,168,0,,0,168,success,success,0.5189746902291733,1.36456535251164,0.6000767540778839,0.06593546271324158,-0.18414157629013062,0.8230807781219482,1.0,0.03836932094363098,1,1,67,1,0,0,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""B"":0.002415413534298083}",0.8242672382119747,0.8216378998755915,0.998786544718314,0,0.8233280404210683,0.09738796344961705,0.005436140674463332,0.03571428571428571,0.08333333333333333,0.0,0,0.26570060773308823,0.3392857142857143,1.9285714285714286,3,2.9285714285714284,0.7106996706131301,4,1,[],190,0,[],[],[]
108,push,C,Push the green cylinder away from the robot,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,1538917526,12,1,1,86,86,0,,0,86,success,success,0.7689911319730018,1.3005936597346583,1.0015657472247388,-0.021187674254179,0.171592116355896,0.8224956393241882,1.0,0.0383578580524815,1,1,71,1,0,0,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""B"":0.002415413534298083}",0.8240000000000001,0.8216472422487089,0.999960386654493,0,0.8222160079184033,0.07424515334927523,0.0034238409302785114,0.11627906976744186,0.1744186046511628,0.0,0,0.4295202654188703,0.5348837209302325,1.3255813953488371,3,2.3255813953488373,0.80016634446488,3,0,[],0,0,[],[],[]
109,push,C,Push the green cylinder away from the robot,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,1638805059,15,1,1,83,83,0,,0,83,success,success,0.952300348868929,1.4556303869276217,0.9017926323234091,0.19025437533855438,0.08185411989688873,0.8236010074615479,1.0,0.039578403034386395,1,1,69,1,0,0,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""B"":0.002415413534298083}",0.8254549212630665,0.8216443300169072,0.994438823312521,0,0.8232103145670405,0.0833839279629159,0.02612074185147745,0.012048192771084338,0.21686746987951808,0.0,0,0.44220803702107253,0.5783132530120482,1.1927710843373494,3,2.1927710843373496,0.8197338527455261,3,1,[],190,0,[],[],[]
110,push,B,Push the blue ball away from the robot,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,398220584,0,1,1,75,75,0,,0,75,success,success,0.4676404104076901,1.2111582456736343,0.6895918041971645,0.18814371526241302,-0.13267512619495392,0.8256331086158752,1.0,0.03534435581255884,1,1,64,1,0,0,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""C"":0.0023595671664267655}",0.8280000000000001,0.8254745790835946,1.0,0,0.8259055292799544,0.08973339509438757,0.0032244549075870336,0.12,0.013333333333333334,0.0,0,0.47650205704225507,0.56,1.16,3,2.16,0.8204065372614651,3,3,[],279,0,[],[],[]
111,push,C,Push the green cylinder away from the robot,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,1611976593,7,1,1,82,82,0,,0,82,success,success,0.5988183953946903,1.1427077086891542,0.5165158301169817,0.09285037219524384,0.19070246815681458,0.8242408633232117,1.0,0.0396998507258861,1,1,67,1,0,0,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""B"":0.002415413534298083}",0.8245320545727969,0.8216687494734272,0.9967666121956427,0,0.8231448215517853,0.08024155828124983,0.03845703828838961,0.036585365853658534,0.24390243902439024,0.0,0,0.4449154909695562,0.6219512195121951,1.0609756097560976,3,2.0609756097560976,0.8392291841585107,3,1,[],190,0,[],[],[]
112,pick,A,Pick up the red cube,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,761888308,0,1,1,81,86,0,,0,86,success,success,0.5157069258970624,1.225597952041419,0.6314716616072117,0.06760843098163605,-0.1084052249789238,0.8942665457725525,1.0,0.00422634442455298,66,1,71,1,1,72,0,0,,0,,0,0.002415413534298083,"{""B"":0.002415413534298083,""C"":0.0023680817209345995}",0.903646797734778,0.8206096551667561,0.999958757413431,0,0.903646797734778,0.0,0.0010231258951636341,0.046511627906976744,0.0,0.0,0,0.4589696160592524,0.6046511627906976,1.1162790697674418,3,2.116279069767442,0.8311933791704473,3,3,[],321,0,[],[],[]
113,push,C,Push the green cylinder away from the robot,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,1187395355,13,1,1,73,73,0,,0,73,success,success,0.7912472174446409,1.4510227339194375,0.7961062451387964,-0.09513738751411438,-0.1538107991218567,0.8225218057632446,1.0,0.038643991630755735,1,1,59,1,0,0,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""B"":0.002415413534298083}",0.8240000000000001,0.8216379914086348,0.9999784647358183,0,0.8228269127098542,0.08787886789441751,0.0038883050965182533,0.2054794520547945,0.0684931506849315,0.0,0,0.5641787608161467,0.6712328767123288,0.9041095890410958,3,1.904109589041096,0.8620525878966637,3,3,[],329,0,[],[],[]
114,pick,C,Pick up the green cylinder,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,1620277874,1,1,1,82,88,0,,0,88,success,success,0.464157060634591,1.0712088514067044,0.6613411651184113,0.12434007227420807,-0.0485842265188694,0.903456449508667,1.0,0.0017522506678650743,70,1,73,1,1,74,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""B"":0.002415413534298083}",0.904945077825254,0.8216512224076092,0.9999571158391234,0,0.904945077825254,0.0,0.0029315281316671738,0.10227272727272728,0.0,0.0,0,0.4273850270617835,0.6022727272727273,1.125,3,2.125,0.8299762474758942,3,1,[],190,0,[],[],[]
115,pick,A,Pick up the red cube,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,1118115399,0,1,1,82,88,0,,0,88,success,success,0.8588095730752658,1.487554795765081,0.998579536471849,0.05810106545686722,-0.0801532194018364,0.8943659067153931,1.0,0.005243033838589842,67,1,70,1,1,73,0,0,,0,,0,0.002415413534298083,"{""B"":0.002415413534298083,""C"":0.002381334510253756}",0.9068154391462819,0.8206096551667561,0.999993484386323,0,0.9068154391462819,0.0,0.005072606183585557,0.03409090909090909,0.0,0.0,0,0.39652924324650185,0.6363636363636364,1.0227272727272727,3,2.022727272727273,0.8451371848888417,3,2,[],289,0,[],[],[]
116,push,B,Push the blue ball away from the robot,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,2034282971,11,1,1,77,77,0,,0,77,success,success,0.5841873078327511,1.956277986738338,1.956277986738338,0.1754031479358673,0.17170575261116028,0.8258386254310608,1.0,0.03502445635124902,1,1,67,1,0,0,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""C"":0.0023552300285374322}",0.8280000000000001,0.825584586465702,1.0,0,0.8259050353030554,0.0838933043727378,0.008930052654845607,0.07792207792207792,0.012987012987012988,0.0,0,0.5021125913712652,0.5194805194805194,1.2467532467532467,3,2.2467532467532467,0.8077445169126036,3,6,[],303,0,[],[],[]
117,pick,A,Pick up the red cube,clean,clean,temporal,robust,0.75,3,0.01,raw,0,0,1724145358,0,1,1,85,91,0,,0,91,success,success,0.6612272173863186,1.743108956901492,1.2021372613262786,0.12541308999061584,0.0425700806081295,0.9114823341369629,1.0,0.008080713767770855,71,1,75,1,1,77,0,0,,0,,0,0.002415413534298083,"{""B"":0.002415413534298083,""C"":0.00237324001542176}",0.9084172650245231,0.8206096551667561,0.9998862356987956,0,0.9084172650245231,0.0,0.0007356115054433911,0.0989010989010989,0.0,0.0,0,0.4250656592364686,0.6153846153846154,1.0879120879120878,3,2.087912087912088,0.835581426130535,3,3,[],329,0,[],[],[]
