source_run,benchmark_seed,perturbation_seed,episode,task_type,target_id,instruction,visual_perturbation,perturbation,ensemble_mode,temporal_profile,ensemble_decay,max_prediction_age,grounding_shift_reset_threshold_m,execution_mode,uses_privileged_execution_assistance,uses_privileged_perturbation_oracle,scene_seed,scene_rejections,task_success,clean_success,task_success_step,clean_success_step,wrong_object_contact,wrong_object_contact_ids,first_wrong_object_contact_step,steps,termination,failure_category,mean_grounding_error_cm,max_grounding_error_cm,final_grounding_error_cm,final_predicted_target_x,final_predicted_target_y,final_predicted_target_z,mean_target_class_accuracy,min_eef_target_distance,gripper_close_step,target_contact,first_target_contact_step,target_motion_detected,grasped_once,first_grasp_step,first_grasp_lost_step,collateral_object_contact,collateral_contact_ids,wrong_object_moved,wrong_object_moved_ids,first_wrong_object_movement_step,max_wrong_object_displacement,max_wrong_displacement_by_id_json,max_target_height,min_target_height,min_target_uprightness,target_toppled,final_target_height,push_forward_displacement,push_lateral_displacement,action_clip_rate,safety_intervention_rate,workspace_violation_rate,recovery_cycles,mean_pose_action_norm,latest_only_rate,mean_oldest_prediction_age,max_oldest_prediction_age,mean_temporal_contributors,mean_latest_prediction_weight,phase_transition_count,grounding_shift_resets,grounding_reset_steps_json,stale_predictions_discarded,diagnostic_trace_enabled,phase_transition_trace_json,contact_event_trace_json,target_prediction_trace_json,perturbation_event_count,perturbation_type,perturbation_protocol_version,perturbation_level,protocol_collision_integrity_passed,injected,injection_step,injection_phase,requested_delta_m,selected_direction_x,selected_direction_y,actual_delta_x_m,actual_delta_y_m,actual_delta_z_m,actual_delta_norm_m,grounding_error_before_injection_cm,grounding_error_after_injection_cm,max_grounding_error_after_injection_cm,post_injection_contact_latency,reacquired_within_0_5cm,reacquisition_latency_0_5cm,reacquired_within_1_0cm,reacquisition_latency_1_0cm,reacquired_within_2_0cm,reacquisition_latency_2_0cm,reacquisition_latency,benchmark_level,benchmark_mode
seed_1,20260801,20260802,25,pick,A,Pick up the red cube,clean,target-displacement,temporal,robust,0.75,3,0.01,raw,0,1,2069655652,0,1,1,157,161,0,,0,161,success,success,1.1751443056849749,5.0056930496329946,2.616404988952981,0.20554620027542114,0.09036898612976074,0.8753527402877808,1.0,0.012775549255485465,142,1,56,1,1,149,0,0,,0,,0,0.002415413534298083,"{""B"":0.002415413534298083,""C"":0.002341493501496755}",0.9053624661570108,0.8205796295627648,0.9955619069514796,0,0.9053624661570108,0.0,0.015375969174799517,0.062111801242236024,0.0,0.0,1,0.3856647643621141,0.7577639751552795,0.6894409937888198,3,1.68944099378882,0.8960187978556489,6,7,[],475,0,[],[],[],1,target_displacement,target-displacement.v2,0.07,1,1,37,1,0.07,0.8314696123025452,-0.5555702330196022,0.058202873915433884,-0.038889914751052856,0.0,0.07000000029802322,0.6629350858889759,0.964000318827858,5.0056930496329946,19,1,74,1,1,1,1,1,0.07,temporal
seed_1,20260801,20260802,26,push,C,Push the green cylinder away from the robot,clean,target-displacement,temporal,robust,0.75,3,0.01,raw,0,1,1940129737,16,0,0,0,0,0,,0,200,horizon,insufficient_push_distance,2.4672056731524594,6.088693561311336,4.872052708380691,-0.1359480917453766,0.20703308284282684,0.8232699632644653,1.0,0.051911912761858144,1,1,174,1,0,0,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""B"":0.002415413534298083}",0.8279773367008663,0.821660069230198,0.9790874810423702,0,0.8230754245424112,0.0536642618349098,0.01533785906625522,0.07,0.125,0.0,1,0.3828066890569466,0.665,0.945,3,1.945,0.8570499102404838,7,8,[],986,0,[],[],[],1,target_displacement,target-displacement.v2,0.07,1,1,55,6,0.07,-0.9871331949382856,-0.159900142122929,-0.0690993219614029,-0.01119301002472639,0.0,0.07000000029802322,1.7660594939339351,1.004838057106523,6.088693561311336,119,1,3,1,2,1,1,1,0.07,temporal
seed_1,20260801,20260802,27,push,A,Push the red cube away from the robot,clean,target-displacement,temporal,robust,0.75,3,0.01,raw,0,1,2094903561,4,0,0,0,0,0,,0,200,horizon,insufficient_push_distance,3.073866969583049,6.3079841543135435,4.419922255051055,-0.14588822424411774,-0.0919005498290062,0.8217849135398865,1.0,0.051053221921632086,1,1,150,1,0,0,0,0,,0,,0,0.002415413534298083,"{""B"":0.002415413534298083,""C"":0.002355516938305497}",0.8241624116324809,0.8206096551667561,0.9803857174701989,0,0.8217844891595659,0.001815284296223353,0.0012246182761205442,0.075,0.0,0.0,2,0.40896556755411323,0.81,0.54,3,1.54,0.9185187364276964,7,9,[],1153,0,[],[],[],1,target_displacement,target-displacement.v2,0.07,1,1,35,6,0.07,-0.9829029595814149,0.1841243385489688,-0.06880320608615875,0.012888703495264053,0.0,0.07000000029802322,0.8731269380166474,1.2827434161318783,6.3079841543135435,115,0,-1,0,-1,1,1,1,0.07,temporal
seed_1,20260801,20260802,28,push,B,Push the blue ball away from the robot,clean,target-displacement,temporal,robust,0.75,3,0.01,raw,0,1,1947632996,2,0,0,0,0,0,,0,200,horizon,insufficient_push_distance,1.0896322189822043,2.650485745323407,2.2247490578599223,-0.009955769404768944,-0.19384533166885376,0.8258822560310364,1.0,0.0402254660389042,1,1,67,1,0,0,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""C"":0.0023668622506347464}",0.8280000000000001,0.8232483603291959,1.0,0,0.8259108425287656,0.046013801669919356,0.01893562642802985,0.09,0.0,0.0,2,0.4148059610152297,0.805,0.555,3,1.555,0.9162951322737974,9,7,[],779,0,[],[],[],1,target_displacement,target-displacement.v2,0.07,1,1,33,6,0.07,-0.7360692619924413,-0.6769062280330288,-0.051524847745895386,-0.04738343507051468,0.0,0.07000000029802322,0.47363265347545747,1.0910838292250546,2.650485745323407,34,1,30,1,10,1,1,1,0.07,temporal
seed_1,20260801,20260802,29,pick,A,Pick up the red cube,clean,target-displacement,temporal,robust,0.75,3,0.01,raw,0,1,677252663,0,0,0,0,0,0,,0,200,horizon,gripper_never_closed,1.1549065657828057,6.349168586908426,0.46484606476430584,0.0693957656621933,-0.08152943849563599,0.8209973573684692,1.0,0.015266060685027965,0,1,130,1,0,0,0,0,,0,,0,0.002415413534298083,"{""B"":0.002415413534298083,""C"":0.002373178494788173}",0.8240000000000001,0.820351798137092,0.972150259418413,0,0.8217844891595659,0.0,0.0006240224284207636,0.035,0.0,0.0,2,0.360670070160146,0.775,0.645,3,1.645,0.9029535073504035,7,16,[],817,0,[],[],[],1,target_displacement,target-displacement.v2,0.07,1,1,35,1,0.07,-0.38268343236509034,-0.9238795325112865,-0.026787839829921722,-0.06467156857252121,0.0,0.07000000029802322,0.5745834139196877,0.41915672335474013,6.349168586908426,95,1,1,1,1,1,1,1,0.07,temporal
seed_1,20260801,20260802,30,push,A,Push the red cube away from the robot,clean,target-displacement,temporal,robust,0.75,3,0.01,raw,0,1,1357613382,2,1,1,173,173,0,,0,173,success,success,1.459903591745256,5.411123158768277,5.411123158768277,-0.04022856056690216,0.19869181513786316,0.821631669998169,1.0,0.0377086896696128,1,1,74,1,0,0,0,0,,0,,0,0.002415413534298083,"{""B"":0.002415413534298083,""C"":0.002347606820571012}",0.8293786435571279,0.8202166112148864,0.9497438445687294,0,0.8219550029093834,0.08377512857710635,0.02798393518934921,0.057803468208092484,0.06358381502890173,0.0,1,0.39567987257479803,0.7687861271676301,0.6242774566473989,3,1.6242774566473988,0.9041470779141694,8,6,[],742,0,[],[],[],1,target_displacement,target-displacement.v2,0.07,1,1,34,6,0.07,-0.8879673405461894,0.45990651454760634,-0.06215771287679672,0.03219345584511757,0.0,0.07000000029802322,0.8023376428320576,1.1223975092394691,5.411123158768277,40,1,70,1,4,1,1,1,0.07,temporal
seed_1,20260801,20260802,31,push,C,Push the green cylinder away from the robot,clean,target-displacement,temporal,robust,0.75,3,0.01,raw,0,1,322558925,3,1,1,79,79,0,,0,79,success,success,0.7334773586585367,1.290932043277236,0.9291842414771089,-0.11276192963123322,0.19788335263729095,0.822662889957428,1.0,0.03877429094947761,1,1,61,1,0,0,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""B"":0.002415413534298083}",0.8240000000000001,0.8216374259795656,0.9999796079400767,0,0.8220420267050069,0.0655431408886188,0.015596936825594376,0.11392405063291139,0.25316455696202533,0.0,0,0.4759522823144339,0.6329113924050633,1.0253164556962024,3,2.0253164556962027,0.8443827185133853,3,1,[],190,0,[],[],[],1,target_displacement,target-displacement.v2,0.07,1,1,22,6,0.07,-0.8620660180099121,0.506795995043897,-0.060344621539115906,0.0354757197201252,0.0,0.07000000029802322,0.2672473153852702,0.9541141867394851,1.290932043277236,39,1,5,1,1,1,1,1,0.07,temporal
seed_1,20260801,20260802,32,push,A,Push the red cube away from the robot,clean,target-displacement,temporal,robust,0.75,3,0.01,raw,0,1,1563891817,2,1,1,81,81,0,,0,81,success,success,1.4046242009422816,2.470608704781326,2.4141473792755814,-0.13207584619522095,-0.1820196509361267,0.8227202296257019,1.0,0.042483917401291586,1,1,61,1,0,0,0,0,,0,,0,0.002415413534298083,"{""B"":0.002415413534298083,""C"":0.0023636386964369376}",0.8240008574715155,0.8206096551667561,0.9906149134039879,0,0.8240008574715155,0.07796883341791432,0.02892758307091912,0.16049382716049382,0.0,0.0,0,0.5277712264904689,0.7283950617283951,0.7407407407407407,3,1.7407407407407407,0.8866577849137783,2,1,[],190,0,[],[],[],1,target_displacement,target-displacement.v2,0.07,1,1,23,6,0.07,-0.9496474353564892,-0.31332052042731356,-0.06647531688213348,-0.021932436153292656,0.0,0.07000000029802322,0.9009387063484833,0.9478092643377234,2.470608704781326,38,1,5,1,1,1,1,1,0.07,temporal
seed_1,20260801,20260802,33,pick,A,Pick up the red cube,clean,target-displacement,temporal,robust,0.75,3,0.01,raw,0,1,57000727,0,1,0,200,0,0,,0,200,task_success_only,task_success_only,1.008780103999949,6.3171846741538475,1.1578596393586467,-0.12236639857292175,0.09080025553703308,0.8694992661476135,1.0,0.0034084527359992223,185,1,115,1,1,191,0,0,,0,,0,0.002415413534298083,"{""B"":0.002415413534298083,""C"":0.002376303705657466}",0.8689244185422221,0.8197593129191408,0.9485661021899432,0,0.8689244185422221,0.0,0.013033918424209878,0.01,0.0,0.0,2,0.3237670091619488,0.805,0.555,3,1.555,0.9162951322737974,9,10,[],902,0,[],[],[],1,target_displacement,target-displacement.v2,0.07,1,1,27,1,0.07,-0.9807852804032304,0.1950903220161286,-0.06865496933460236,0.013656322844326496,0.0,0.07000000029802322,0.6192196880206692,0.9071038457380778,6.3171846741538475,88,1,5,1,1,1,1,1,0.07,temporal
seed_1,20260801,20260802,34,push,B,Push the blue ball away from the robot,clean,target-displacement,temporal,robust,0.75,3,0.01,raw,0,1,1736702307,1,1,1,78,78,0,,0,78,success,success,0.40404546529013585,0.7838873798231012,0.7424033699892623,0.15537016093730927,-0.17585845291614532,0.8258191347122192,1.0,0.035726292876162885,1,1,72,1,0,0,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""C"":0.002352911111420098}",0.8280000000000001,0.825584586465702,1.0,0,0.8259105084388824,0.08332322961911022,0.0035294102219398118,0.0641025641025641,0.01282051282051282,0.0,0,0.4693081162803273,0.5384615384615384,1.2307692307692308,3,2.230769230769231,0.8102093307983395,3,6,[],474,0,[],[],[],1,target_displacement,target-displacement.v2,0.07,1,1,33,6,0.07,-0.3734514391681897,-0.9276497305466153,-0.02614160068333149,-0.06493548303842545,0.0,0.07000000029802322,0.47910500534083394,0.41707557656846544,0.7838873798231012,39,1,1,1,1,1,1,1,0.07,temporal
seed_1,20260801,20260802,35,pick,B,Pick up the blue ball,clean,target-displacement,temporal,robust,0.75,3,0.01,raw,0,1,1294355395,0,1,1,147,152,0,,0,152,success,success,0.402885248274967,1.4947890074853862,0.5438552054783555,0.12204940617084503,-0.0818939134478569,0.8963822722434998,1.0,0.0030893649668339703,133,1,137,1,1,138,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""C"":0.0023663708448183325}",0.9040957003430751,0.8255179772903194,1.0,0,0.9040957003430751,0.0,0.002274379648414655,0.02631578947368421,0.0,0.0,1,0.36010336918263164,0.75,0.7105263157894737,3,1.7105263157894737,0.8927878110890743,7,5,[],491,0,[],[],[],1,target_displacement,target-displacement.v2,0.07,1,1,35,1,0.07,0.9807852804032304,0.19509032201612825,0.06865496933460236,0.013656322844326496,0.0,0.07000000029802322,0.08461651111113776,0.4543899439004971,1.4947890074853862,102,1,1,1,1,1,1,1,0.07,temporal
seed_1,20260801,20260802,36,push,A,Push the red cube away from the robot,clean,target-displacement,temporal,robust,0.75,3,0.01,raw,0,1,1662684910,7,0,0,0,0,0,,0,200,horizon,target_not_contacted,1.0876970892494557,3.1656994317772384,1.7878220363719661,-0.14279554784297943,-0.09606844931840897,0.8217794299125671,1.0,0.05102602172666869,1,0,0,1,0,0,0,0,,0,,0,0.002415413534298083,"{""B"":0.002415413534298083,""C"":0.0023799335049292294}",0.8240000000000001,0.8206096551667561,1.0,0,0.8217844891595659,5.8112459082077796e-11,1.0402506840253987e-09,0.08,0.235,0.0,2,0.43192701947196377,0.77,0.66,3,1.66,0.9007299031965046,9,1,[],190,0,[],[],[],1,target_displacement,target-displacement.v2,0.07,1,1,35,6,0.07,-0.9967655859041096,-0.08036396429518196,-0.0697735920548439,-0.005625477526336908,0.0,0.07000000029802322,0.41894087488387294,1.1046306218489657,3.1656994317772384,-1,1,66,1,3,1,1,1,0.07,temporal
seed_1,20260801,20260802,37,pick,A,Pick up the red cube,clean,target-displacement,temporal,robust,0.75,3,0.01,raw,0,1,1714462720,0,0,0,0,0,0,,0,200,horizon,gripper_never_closed,3.786362646267813,10.952078910143248,7.13837188614383,-0.0778590589761734,-0.17016632854938507,0.876663088798523,1.0,0.015901592543904906,0,0,0,1,0,0,0,0,,0,,0,0.002415413534298083,"{""B"":0.002415413534298083,""C"":0.0023732281435721323}",0.8240000000000001,0.8206096551667561,1.0,0,0.8217844891595659,0.0,1.3679507425733074e-09,0.0,0.0,0.0,2,0.329387186633205,0.715,0.825,3,1.825,0.8762702575036156,8,42,[],2137,0,[],[],[],1,target_displacement,target-displacement.v2,0.07,1,1,48,1,0.07,-0.38268343236509034,-0.9238795325112865,-0.026787839829921722,-0.06467156857252121,0.0,0.07000000029802322,0.6042071253363436,2.423177298337549,10.952078910143248,-1,0,-1,0,-1,1,58,58,0.07,temporal
seed_1,20260801,20260802,38,pick,C,Pick up the green cylinder,clean,target-displacement,temporal,robust,0.75,3,0.01,raw,0,1,8882506,1,1,1,141,147,0,,0,147,success,success,0.4986298690039309,1.6603995188576623,0.2519767321845823,0.04742370545864105,0.006130531895905733,0.8998308181762695,1.0,0.003940821662328462,128,1,47,1,1,132,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""B"":0.002415413534298083}",0.90644358405786,0.8200873021903606,0.9999755635313079,0,0.90644358405786,0.0,0.004331370335608131,0.02040816326530612,0.0,0.0,1,0.3617873354049584,0.7619047619047619,0.673469387755102,3,1.6734693877551021,0.8982170733189025,6,7,[],511,0,[],[],[],1,target_displacement,target-displacement.v2,0.07,1,1,33,1,0.07,-1.8369701987210297e-16,-1.0,-1.3877787807814457e-17,-0.07000000029802322,0.0,0.07000000029802322,0.41875225958899615,0.42713052911765076,1.6603995188576623,14,1,1,1,1,1,1,1,0.07,temporal
seed_1,20260801,20260802,39,push,A,Push the red cube away from the robot,clean,target-displacement,temporal,robust,0.75,3,0.01,raw,0,1,936234202,0,1,1,178,178,0,,0,178,success,success,2.248453526188929,5.446936967239437,5.309461225213925,0.08627244830131531,-0.19464589655399323,0.8228746652603149,1.0,0.036096590766429966,1,1,73,1,0,0,0,0,,0,,0,0.002415413534298083,"{""B"":0.002415413534298083,""C"":0.0023564721635471555}",0.8240000000000001,0.8206096551667561,0.9956331919229342,0,0.8239900771485251,0.09178288264339325,0.014893805224545763,0.028089887640449437,0.06179775280898876,0.0,1,0.38124173950693807,0.7471910112359551,0.7247191011235955,3,1.7247191011235956,0.8909589970229254,8,3,[],570,0,[],[],[],1,target_displacement,target-displacement.v2,0.07,1,1,34,6,0.07,-0.6558879602010822,-0.7548582540207556,-0.045912157744169235,-0.05284007638692856,0.0,0.07000000029802322,0.5989985594384245,1.6546286717174765,5.446936967239437,39,1,41,1,14,1,1,1,0.07,temporal
seed_1,20260801,20260802,40,push,B,Push the blue ball away from the robot,clean,target-displacement,temporal,robust,0.75,3,0.01,raw,0,1,1675712970,1,0,0,0,0,0,,0,200,horizon,insufficient_push_distance,1.3722633766584587,2.925847682276397,1.44874772060727,-0.13426163792610168,-0.08026161044836044,0.8266440629959106,1.0,0.038671514264489844,1,1,166,1,0,0,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""C"":0.0023748028493217853}",0.8280000000000001,0.8233187700321035,1.0,0,0.825910842528766,-0.014065524323996676,0.0003422978759690281,0.08,0.0,0.0,2,0.40688509707196074,0.65,1.02,3,2.02,0.8473634035029288,10,1,[],190,0,[],[],[],1,target_displacement,target-displacement.v2,0.07,1,1,53,6,0.07,-0.9989380441393602,-0.04607367980777971,-0.06992566585540771,-0.003225157503038645,0.0,0.07000000029802322,1.0096735620811566,0.8145078463150947,2.925847682276397,113,1,75,1,1,1,1,1,0.07,temporal
seed_1,20260801,20260802,41,pick,B,Pick up the blue ball,clean,target-displacement,temporal,robust,0.75,3,0.01,raw,0,1,2038025009,0,1,1,116,122,0,,0,122,success,success,1.0593204411934967,3.62258609244524,3.62258609244524,-0.05416608974337578,-0.13814401626586914,0.91745525598526,1.0,0.0042148065622271405,102,1,106,1,1,107,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""C"":0.002350350612533142}",0.9073645715490349,0.8255004060378042,1.0,0,0.9073645715490349,0.0,0.006303732919618699,0.0,0.0,0.0,0,0.28122502386516746,0.45081967213114754,1.5491803278688525,3,2.5491803278688523,0.7656555905581701,5,5,[],539,0,[],[],[],1,target_displacement,target-displacement.v2,0.07,1,1,27,1,0.07,0.38268343236509006,-0.9238795325112867,0.026787839829921722,-0.06467156857252121,0.0,0.07000000029802322,0.7296897749716076,1.4564625046406359,3.62258609244524,79,1,65,1,35,1,1,1,0.07,temporal
seed_1,20260801,20260802,42,pick,A,Pick up the red cube,clean,target-displacement,temporal,robust,0.75,3,0.01,raw,0,1,139315407,0,1,1,125,131,0,,0,131,success,success,1.0806459465577614,6.852026885643907,2.9472497178529142,-0.13019630312919617,-2.2095395252108574e-05,0.9119424223899841,1.0,0.009165762050895572,110,1,113,1,1,116,0,0,,0,,0,0.002415413534298083,"{""B"":0.002415413534298083,""C"":0.002344761244297633}",0.9014515357887202,0.8206096551667561,0.9998431337444345,0,0.9014515357887202,0.0,0.02397371010070673,0.022900763358778626,0.0,0.0,1,0.36268114925736483,0.648854961832061,1.0076335877862594,3,2.0076335877862594,0.848442600300007,6,21,[],1091,0,[],[],[],1,target_displacement,target-displacement.v2,0.07,1,1,44,1,0.07,-0.7071067811865477,-0.7071067811865475,-0.04949747398495674,-0.04949747398495674,0.0,0.07000000029802322,0.5806232640380633,0.28082857068150435,6.852026885643907,69,1,1,1,1,1,1,1,0.07,temporal
seed_1,20260801,20260802,43,pick,C,Pick up the green cylinder,clean,target-displacement,temporal,robust,0.75,3,0.01,raw,0,1,254320480,0,1,1,131,137,0,,0,137,success,success,0.6650755502972012,1.7946370725073757,1.3405839836271365,0.1143556535243988,0.04182685539126396,0.9059759378433228,1.0,0.00115880148576527,118,1,46,1,1,122,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""B"":0.002415413534298083}",0.9052389808042787,0.8210273595781539,0.9997468049314193,0,0.9052389808042787,0.0,0.005894249276495173,0.014598540145985401,0.0,0.0,1,0.35856170082689065,0.7518248175182481,0.7007299270072993,3,1.7007299270072993,0.8940338000632005,6,5,[],490,0,[],[],[],1,target_displacement,target-displacement.v2,0.07,1,1,32,1,0.07,0.5555702330196023,0.8314696123025452,0.038889914751052856,0.058202873915433884,0.0,0.07000000029802322,0.723212074568094,0.18417121468517855,1.7946370725073757,14,1,1,1,1,1,1,1,0.07,temporal
seed_1,20260801,20260802,44,push,C,Push the green cylinder away from the robot,clean,target-displacement,temporal,robust,0.75,3,0.01,raw,0,1,891626877,16,1,1,187,187,0,,0,187,success,success,2.81065936106189,4.942578559979263,3.247337213692061,-0.1586354821920395,0.1507221907377243,0.8229426145553589,1.0,0.04737562356475751,1,1,61,1,0,0,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""B"":0.002415413534298083}",0.8340562785040467,0.8216393550711524,0.8581004869192839,0,0.8243000776227931,0.07397547247591268,0.022066596016067558,0.0855614973262032,0.21390374331550802,0.0,1,0.4138300020411792,0.7754010695187166,0.5935828877005348,3,1.5935828877005347,0.9089450462479758,8,5,[],686,0,[],[],[],1,target_displacement,target-displacement.v2,0.07,1,1,22,6,0.07,-0.9920274280952651,-0.12602214847674023,-0.06944192200899124,-0.008821550756692886,0.0,0.07000000029802322,0.7294348931646394,3.2043353418833465,4.942578559979263,39,0,-1,0,-1,1,94,94,0.07,temporal
seed_1,20260801,20260802,45,pick,A,Pick up the red cube,clean,target-displacement,temporal,robust,0.75,3,0.01,raw,0,1,1500631811,0,1,1,155,160,0,,0,160,success,success,1.5719217187288623,9.50588548881045,2.2508702768410638,-0.08876125514507294,0.10769584774971008,0.9083411693572998,1.0,0.0029624880628516797,139,1,141,1,1,145,0,0,,0,,0,0.002415413534298083,"{""B"":0.002415413534298083,""C"":0.002373815851484967}",0.9015955683013358,0.8206096551667561,0.9996079245684086,0,0.9015955683013358,0.0,0.0223814295652847,0.025,0.0,0.0,1,0.36272632104719804,0.73125,0.76875,3,1.76875,0.884250894572752,6,24,[],1220,0,[],[],[],1,target_displacement,target-displacement.v2,0.07,1,1,38,1,0.07,-0.9807852804032304,0.1950903220161286,-0.06865496933460236,0.013656322844326496,0.0,0.07000000029802322,0.7147662704435297,0.960033191805717,9.50588548881045,103,1,63,1,1,1,1,1,0.07,temporal
seed_1,20260801,20260802,46,push,A,Push the red cube away from the robot,clean,target-displacement,temporal,robust,0.75,3,0.01,raw,0,1,1286127551,3,1,1,83,83,0,,0,83,success,success,0.47788329040314637,1.2395042529841689,0.47118974323754326,-0.045131564140319824,-0.17287518084049225,0.8220555186271667,1.0,0.036039002296645424,1,1,67,1,1,67,68,0,,0,,0,0.002415413534298083,"{""B"":0.002415413534298083,""C"":0.002347353928109488}",0.8240000000000001,0.8206096551667561,0.9998441905727304,0,0.8221554555766988,0.07545242599446089,0.003743234829406979,0.08433734939759036,0.2289156626506024,0.0,0,0.4432002700460913,0.6265060240963856,1.0481927710843373,3,2.0481927710843375,0.8411661819397332,3,2,[],380,0,[],[],[],1,target_displacement,target-displacement.v2,0.07,1,1,29,6,0.07,-0.7867898619461002,-0.6172209597371402,-0.05507529154419899,-0.043205466121435165,0.0,0.07000000029802322,0.7166646263537297,0.15912077620763834,1.2395042529841689,38,1,1,1,1,1,1,1,0.07,temporal
seed_1,20260801,20260802,47,pick,C,Pick up the green cylinder,clean,target-displacement,temporal,robust,0.75,3,0.01,raw,0,1,950405951,0,1,1,140,146,0,,0,146,success,success,0.5007194189966538,1.608042862805919,0.9838366269014523,0.03316342085599899,0.08801797032356262,0.909016489982605,1.0,0.0022262727756100402,127,1,131,1,1,131,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""B"":0.002415413534298083}",0.9049309635615918,0.8216411347832119,0.9999676319839637,0,0.9049309635615918,0.0,0.005673486927778563,0.0,0.0,0.0,1,0.33752361732605796,0.8082191780821918,0.5342465753424658,3,1.5342465753424657,0.9188421615982003,6,5,[],490,0,[],[],[],1,target_displacement,target-displacement.v2,0.07,1,1,26,1,0.07,1.0,0.0,0.07000000029802322,0.0,0.0,0.07000000029802322,0.6702346403215648,0.7568713057169698,1.608042862805919,105,1,4,1,1,1,1,1,0.07,temporal
seed_1,20260801,20260802,48,pick,A,Pick up the red cube,clean,target-displacement,temporal,robust,0.75,3,0.01,raw,0,1,1636226172,1,1,1,138,143,0,,0,143,success,success,0.5758825709911657,1.1017980796163906,0.6078113438733755,0.11088138818740845,0.07317707687616348,0.8994616270065308,1.0,0.0019320641354850752,123,1,49,1,1,129,0,0,,0,,0,0.002415413534298083,"{""B"":0.002415413534298083,""C"":0.0023533971976359767}",0.9023814357377433,0.8184436002079147,0.9871802486013621,0,0.9023814357377433,0.0,0.0006670258553574366,0.027972027972027972,0.0,0.0,1,0.35887653734401304,0.7412587412587412,0.7342657342657343,3,1.7342657342657342,0.8891501266875461,6,4,[],418,0,[],[],[],1,target_displacement,target-displacement.v2,0.07,1,1,34,1,0.07,0.5555702330196023,0.8314696123025452,0.038889914751052856,0.058202873915433884,0.0,0.07000000029802322,0.14349088576035743,0.6233461718494362,1.1017980796163906,15,1,26,1,1,1,1,1,0.07,temporal
seed_1,20260801,20260802,49,pick,C,Pick up the green cylinder,clean,target-displacement,temporal,robust,0.75,3,0.01,raw,0,1,497244317,1,1,1,152,158,0,,0,158,success,success,0.9779468306806101,4.4480707439997484,1.7450718689707927,0.00087017472833395,0.08115145564079285,0.9093989729881287,1.0,0.0020289872709280286,139,1,143,1,1,143,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""B"":0.002415413534298083}",0.9050335591286706,0.8216339557252292,0.9998301680207078,0,0.9050335591286706,0.0,0.0063603910431318375,0.0,0.0,0.0,1,0.36042960109439254,0.7531645569620253,0.7025316455696202,3,1.7025316455696202,0.8940444712326551,6,6,[],808,0,[],[],[],1,target_displacement,target-displacement.v2,0.07,1,1,34,1,0.07,-0.9238795325112868,-0.38268343236508967,-0.06467156857252121,-0.026787839829921722,0.0,0.07000000029802322,0.7283435543815157,0.5491399208629968,4.4480707439997484,109,1,2,1,1,1,1,1,0.07,temporal
seed_1,20260801,20260802,50,push,B,Push the blue ball away from the robot,clean,target-displacement,temporal,robust,0.75,3,0.01,raw,0,1,1510784023,3,1,1,69,69,0,,0,69,success,success,0.4024583119305004,0.8935746648984235,0.3668972630492483,-0.027815360575914383,-0.17651623487472534,0.8258495926856995,1.0,0.03489522431293891,1,1,68,1,0,0,0,0,,0,,0,0.0033903448332439634,"{""A"":0.0033903448332439634,""C"":0.0023727577352078465}",0.8280000000000001,0.825584586465702,1.0,0,0.8259009930724164,0.07723547279118692,0.004762630241485184,0.08695652173913043,0.07246376811594203,0.0,0,0.5170904979038214,0.5942028985507246,1.0434782608695652,3,2.0434782608695654,0.837015861572592,3,5,[],455,0,[],[],[],1,target_displacement,target-displacement.v2,0.07,1,1,24,6,0.07,-0.7213474453703593,-0.6925733629426246,-0.050494320690631866,-0.04848013445734978,0.0,0.07000000029802322,0.22975168468286938,0.6079625081347594,0.8935746648984235,44,1,5,1,1,1,1,1,0.07,temporal
