epoch,train_total,val_total,val_pose,val_gripper_bce,val_gripper_accuracy,val_phase_accuracy,val_contact_accuracy,val_grasp_accuracy,val_lift_transition_joint_accuracy,val_lift_transition_samples,val_xyz_mae,val_rpy_mae,val_grounding_cm,val_target_selection_accuracy,val_target_class_accuracy,initial_val_total,initial_val_xyz_mae,initial_val_grounding_cm,initial_val_target_selection_accuracy,initial_val_target_class_accuracy,selection_score,main_lr,vision_lr,best_selection_score,pick_A_first_action_mae,pick_A_first_grip_acc,initial_pick_A_grounding_cm,initial_pick_A_first_xyz_mae,initial_pick_A_first_rpy_mae,initial_pick_A_target_acc,initial_pick_A_target_class_acc,pick_B_first_action_mae,pick_B_first_grip_acc,initial_pick_B_grounding_cm,initial_pick_B_first_xyz_mae,initial_pick_B_first_rpy_mae,initial_pick_B_target_acc,initial_pick_B_target_class_acc,pick_C_first_action_mae,pick_C_first_grip_acc,initial_pick_C_grounding_cm,initial_pick_C_first_xyz_mae,initial_pick_C_first_rpy_mae,initial_pick_C_target_acc,initial_pick_C_target_class_acc,push_A_first_action_mae,push_A_first_grip_acc,initial_push_A_grounding_cm,initial_push_A_first_xyz_mae,initial_push_A_first_rpy_mae,initial_push_A_target_acc,initial_push_A_target_class_acc,push_B_first_action_mae,push_B_first_grip_acc,initial_push_B_grounding_cm,initial_push_B_first_xyz_mae,initial_push_B_first_rpy_mae,initial_push_B_target_acc,initial_push_B_target_class_acc,push_C_first_action_mae,push_C_first_grip_acc,initial_push_C_grounding_cm,initial_push_C_first_xyz_mae,initial_push_C_first_rpy_mae,initial_push_C_target_acc,initial_push_C_target_class_acc
11,0.21531242182633528,0.21374268722203044,0.15959759338034524,0.005564662570213841,0.9983037203550339,0.9740922182798386,0.9911458333333333,0.9932291666666667,0.9833333333333333,60,0.021290986452044712,0.008289951035597673,0.8969894084665511,1.0,1.0,0.2700785970793361,0.027243151881657872,0.7944206389705691,1.0,1.0,0.23897679351255546,2.6781518437617374e-05,8.927172812539125e-07,0.23359035088835445,0.01601064620578351,0.9895833333333334,0.7692096948623657,0.04599623531103134,0.07554438114166259,1.0,1.0,0.012740342821537827,0.9895833333333334,0.8330730676651001,0.0493437796831131,0.007983729429543018,1.0,1.0,0.013524774661830937,0.984375,0.9732092380523681,0.050674301385879514,0.007904027029871941,1.0,1.0,0.019335449516074733,1.0,0.805714949965477,0.03158743195235729,0.024396174401044846,1.0,1.0,0.0287852207547985,1.0,0.5613322166296152,0.030025360675958488,0.017604775726795197,1.0,1.0,0.020429635241938134,1.0,0.7424039214849472,0.0363151902332902,0.08007462061941624,1.0,1.0
12,0.2112829258898273,0.2113007131550047,0.1574741605255339,0.004460729152757873,0.997790014412668,0.9724170787466897,0.9897569444444444,0.99375,0.9833333333333333,60,0.020964961317885254,0.008109751546807173,0.8884725123643875,1.0,1.0,0.2638915576766023,0.027246766369295333,0.781009247345207,1.0,1.0,0.2354112998448173,2.5968363362340606e-05,8.656121120780201e-07,0.23359035088835445,0.015181894454872235,0.9864583333333333,0.7256074368953704,0.03661656016483903,0.06738238632678986,1.0,1.0,0.011449247796554119,0.9885416666666667,0.7311634302139283,0.03792993649840355,0.007712046429514885,1.0,1.0,0.012378236515602718,0.9895833333333334,0.7863846540451049,0.041167864203453065,0.007647992298007012,1.0,1.0,0.02121563550705711,1.0,0.8984993755817413,0.033853179030120376,0.02398457322269678,1.0,1.0,0.027923504069137076,1.0,0.6366505439464862,0.025520412967755243,0.022960268534146823,1.0,1.0,0.020875808361840123,1.0,0.8572243720293045,0.04306826936081052,0.08182824715040624,1.0,1.0
13,0.20679201044452686,0.21234890363282627,0.15612109477321306,0.0036690982124633186,0.9981544689999686,0.9728240963485506,0.990625,0.9939236111111112,1.0,60,0.0207191646254311,0.007880545178583514,0.9065691484345331,1.0,1.0,0.26057508324099854,0.028600068383775983,0.8300641743482742,1.0,1.0,0.2268167575152779,2.507978348915618e-05,8.359927829718726e-07,0.2268167575152779,0.015827021482012545,0.9927083333333333,0.8280872434377671,0.04386535175144672,0.07418711055070162,1.0,1.0,0.011975072766654193,0.9854166666666667,0.6627808928489685,0.050756332278251645,0.007193206064403057,1.0,1.0,0.012839569605421274,0.9916666666666667,1.0168022632598877,0.04593651741743088,0.006600763462483883,1.0,1.0,0.017829561842760692,1.0,0.9917231738567353,0.03377679456025362,0.01801568251103163,1.0,1.0,0.026174985473820318,1.0,0.5148287186255822,0.02727001217695383,0.018502426262085255,1.0,1.0,0.019794016744708643,1.0,0.8558301970362663,0.04513068664819002,0.06624796134419739,1.0,1.0
14,0.203877364192158,0.2103814718623956,0.15489389018879995,0.003463466206605719,0.9984272589286168,0.9729716496335136,0.990625,0.99375,0.9833333333333333,60,0.02058129910276168,0.007981010782532393,0.8544555909103817,1.0,1.0,0.2598583909262598,0.026260155475640718,0.8528983956944626,1.0,1.0,0.23355788091488822,2.412218105641216e-05,8.040727018804052e-07,0.2268167575152779,0.014868257590569556,0.984375,0.841682517528534,0.04018707387149334,0.06536642536520958,1.0,1.0,0.010709796170704066,0.9875,0.7619071483612061,0.030292850732803345,0.006834687758237123,1.0,1.0,0.012107240235976254,0.9916666666666667,0.9894694805145263,0.03744126856327057,0.007875314727425576,1.0,1.0,0.017326332917825007,1.0,0.975800883769989,0.033030187524855134,0.017133910767734052,1.0,1.0,0.02499795946641825,1.0,0.6124537357917199,0.026902513435253732,0.0192605577982389,1.0,1.0,0.01947429693536833,1.0,0.8519210755825043,0.0390260512009263,0.07865232208278031,1.0,1.0
15,0.20024255072542776,0.20769912136925592,0.15276603222721152,0.004173147805194175,0.9981025781896379,0.9741625709666146,0.9914930555555556,0.99375,0.95,60,0.019459776350090073,0.007887955818377021,0.8279599674873882,1.0,1.0,0.2528645483265936,0.02319635688203626,0.7763857493358376,1.0,1.0,0.24624874945645725,2.3102455611579863e-05,7.700818537193286e-07,0.2268167575152779,0.014250877121230587,0.9916666666666667,0.799482661485672,0.03693302311003208,0.07368737179785967,1.0,1.0,0.010585342571721413,0.9875,0.6160024404525757,0.029625536501407625,0.0069796225056052204,1.0,1.0,0.011269735459548732,0.9885416666666667,0.9502599716186524,0.03720689713954926,0.0071047995239496235,1.0,1.0,0.017799076884208866,1.0,0.8040939349681139,0.022779113566502928,0.015598141774535178,1.0,1.0,0.025924269981139027,1.0,0.5436965135427622,0.0188421830534935,0.013559790757986216,1.0,1.0,0.01836556569323875,1.0,0.8633376270532608,0.0288492564111948,0.07822752455249429,1.0,1.0
16,0.1974768985140448,0.2059412425176965,0.1516717072783245,0.0031099390732783326,0.9982684473196666,0.9740148901939392,0.9907986111111111,0.9942708333333333,0.9833333333333333,60,0.019035035555457904,0.007948192154678206,0.7989662672082584,1.0,1.0,0.2473639466066276,0.021908843255214458,0.7479377758186475,1.0,1.0,0.22670138707770918,2.2027954299856264e-05,7.34265143328542e-07,0.22670138707770918,0.014440045340840394,0.9885416666666667,0.723550808429718,0.03584411342162639,0.06505920197814703,1.0,1.0,0.01133236803774101,0.984375,0.7219912528991699,0.02534877508878708,0.007385630905628204,1.0,1.0,0.011622095174000908,0.9927083333333333,0.811940360069275,0.030886001884937286,0.008422232419252395,1.0,1.0,0.01762645260702508,1.0,0.8870926678180695,0.022615943802520633,0.019296796433627604,1.0,1.0,0.024146410593918213,1.0,0.575660778925969,0.018871022531619437,0.016517961254486672,1.0,1.0,0.01803044060167546,1.0,0.7070938929915428,0.03144849082455039,0.07938551069237292,1.0,1.0
17,0.1952962301671505,0.20429470762610435,0.15226500270267326,0.003610424666769379,0.9980922887722651,0.9745357301500108,0.9914930555555556,0.9940972222222222,0.9833333333333333,60,0.019516576102210415,0.007764383896978365,0.8250233130322562,1.0,1.0,0.2500771427840258,0.023562979307520177,0.7660820521084608,1.0,1.0,0.2263627715068141,2.090641892781448e-05,6.968806309271492e-07,0.2263627715068141,0.014851606806041672,0.9822916666666667,0.7815958231687545,0.04197859293781221,0.06368984896689653,1.0,1.0,0.01115794621485596,0.98125,0.6564546465873718,0.03687610700726509,0.007067997381091118,1.0,1.0,0.01180015923649383,0.990625,0.8915550708770752,0.03767468333244324,0.007470337301492691,1.0,1.0,0.01727839590360721,1.0,0.8707072138786316,0.03169808993116021,0.01793483328074217,1.0,1.0,0.02467601074410292,1.0,0.5369934485508845,0.021477619042763345,0.01831265538930893,1.0,1.0,0.017710756254382433,1.0,0.7790049113333225,0.033371529541909695,0.0724306520074606,1.0,1.0
18,0.19207843737676739,0.2008345761646827,0.14961617446194092,0.003967102489433374,0.9983777364095052,0.9761506888601515,0.9868055555555556,0.9925347222222223,1.0,60,0.01836471999478009,0.007684741738355822,0.7955774939722485,1.0,1.0,0.2481959106120388,0.021328308405272202,0.6714062785680315,1.0,1.0,0.2150429764988895,1.974593018350998e-05,6.58197672783666e-07,0.2150429764988895,0.014021172857610509,0.99375,0.6969825923442841,0.03276094347238541,0.05684832371771335,1.0,1.0,0.010658503888407722,0.9875,0.5949946045875549,0.027585962414741518,0.006903550215065479,1.0,1.0,0.010749724412259335,0.9895833333333334,0.7542995929718017,0.03072144091129303,0.0068758193403482435,1.0,1.0,0.017184815817745402,1.0,0.7532770272344351,0.024773505376651885,0.016738364286720753,1.0,1.0,0.02550986977876164,1.0,0.5364970243894137,0.01890790519806055,0.016004835183803853,1.0,1.0,0.01760892668001664,1.0,0.6451684508472681,0.031226896494627,0.09103461154736578,1.0,1.0
19,0.18955052450764925,0.2048496959110101,0.15022941538029247,0.0055092211193772936,0.9982650376028485,0.9758800297975541,0.9916666666666667,0.9947916666666666,0.9833333333333333,60,0.018914143870481185,0.007704045584735771,0.8671914835770925,1.0,1.0,0.25723111181132563,0.025361445378017638,0.8489044625147254,1.0,1.0,0.22889745401443812,1.8554849414938034e-05,6.184949804979343e-07,0.2150429764988895,0.013345507349974165,0.9916666666666667,0.8189144730567932,0.03757489463314414,0.06337469313293695,1.0,1.0,0.010877867594050865,0.9895833333333334,0.7716549873352051,0.03356053531169891,0.006623472273349762,1.0,1.0,0.011548262605598818,0.9927083333333333,0.9183541297912597,0.03708694279193878,0.007550353929400444,1.0,1.0,0.017022934216462695,1.0,0.9844922155141831,0.03162689497694373,0.02153759989887476,1.0,1.0,0.024665876173336678,1.0,0.565424002133883,0.02300893343411959,0.018269004156956307,1.0,1.0,0.017274398183993376,1.0,0.9353685706853867,0.035601030383259055,0.07937977989204228,1.0,1.0
20,0.18841121016691129,0.20598433800041677,0.15227682578066984,0.003933570528958322,0.9975002980894513,0.9741999222172631,0.9914930555555556,0.9947916666666666,0.9833333333333333,60,0.019502290726328888,0.007724545330792251,0.8006535804933972,1.0,1.0,0.2461758130683308,0.02279724162566451,0.7183544946982797,1.0,1.0,0.22637511385412434,1.734175838632974e-05,5.78058612877658e-07,0.2150429764988895,0.013785649250106264,0.9885416666666667,0.6562117248773575,0.03694452010095119,0.059189656563103196,1.0,1.0,0.01101550910777102,0.984375,0.67622389793396,0.0332116175442934,0.006561388447880745,1.0,1.0,0.011869641141189883,0.9875,0.764983868598938,0.03588920086622238,0.007001012191176414,1.0,1.0,0.01798655174400968,1.0,0.8275866061449051,0.029509570077061655,0.01709856130182743,1.0,1.0,0.024567280835860097,1.0,0.553915757399339,0.024201166171293993,0.021688479643601637,1.0,1.0,0.0183220844657626,1.0,0.7736513882875442,0.03202539402991533,0.08069992549717427,1.0,1.0
21,0.18581218918940673,0.20492572916878593,0.14972447328683403,0.0039765112349060576,0.9982911076810624,0.9763925131824281,0.9932291666666667,0.9939236111111112,0.9833333333333333,60,0.018578638984925216,0.007864781611392067,0.7967755774656932,1.0,1.0,0.24867396254455093,0.02224096548702337,0.7358998445282995,1.0,1.0,0.22638353251484877,1.611539744634415e-05,5.371799148781383e-07,0.2150429764988895,0.012958701410874103,0.9927083333333333,0.6923271059989929,0.03440034007653594,0.059301119111478326,1.0,1.0,0.009860850686285024,0.9875,0.6577466130256653,0.03162375539541244,0.006576965376734733,1.0,1.0,0.010632623836863786,0.9916666666666667,0.7727527141571044,0.028956657648086546,0.007081883773207664,1.0,1.0,0.017145053879357875,1.0,0.8737292259931564,0.02443314380943775,0.01946788989007473,1.0,1.0,0.02360238230903633,1.0,0.4972801391895001,0.021477292363460247,0.018046293694239397,1.0,1.0,0.018170743509350964,1.0,0.8380463734269142,0.03169062118977308,0.08090449539013207,1.0,1.0
22,0.1843187495522822,0.20502850487828256,0.14782653821425307,0.006948764483270983,0.9979806413253148,0.9752915723456277,0.9916666666666667,0.9951388888888889,0.9833333333333333,60,0.018083525617193015,0.007777204740947733,0.7686702258057064,1.0,1.0,0.2488541494956059,0.021003382923328772,0.7009869602929174,1.0,1.0,0.22650953159681292,1.4884602553655854e-05,4.961534184551951e-07,0.2150429764988895,0.01270467385960122,0.9875,0.6475733637809753,0.031161139253526926,0.06718739364296197,1.0,1.0,0.009133371439141532,0.9885416666666667,0.6105540096759796,0.023591311275959016,0.006599843967705965,1.0,1.0,0.01019135602012587,0.9895833333333334,0.7757347106933594,0.027313894033432005,0.007843858003616333,1.0,1.0,0.016285934660118073,1.0,0.8307206973433494,0.02540209861472249,0.020021728705614805,1.0,1.0,0.021962414202668392,1.0,0.4645330539116493,0.018395658869009752,0.0186992992575352,1.0,1.0,0.01621665665297769,1.0,0.7940470144152642,0.02516447762027383,0.08140033087693155,1.0,1.0
23,0.18239935127397378,0.2000944363988108,0.14672385677695274,0.00576048351376307,0.9982579598824183,0.9761716021431817,0.9918402777777777,0.9942708333333333,0.9833333333333333,60,0.01775279169798725,0.007532228817904575,0.8214791377385458,1.0,1.0,0.23897201627229167,0.02031697081484362,0.7401391826899706,1.0,1.0,0.22009104369418842,1.3658241613670257e-05,4.5527472045567524e-07,0.2150429764988895,0.01270976552235273,0.9916666666666667,0.6699724823236466,0.030429151747375725,0.0621111236512661,1.0,1.0,0.009928312068223023,0.9875,0.7096897959709167,0.03095737546682358,0.00686930613592267,1.0,1.0,0.010415080080080467,0.99375,0.7986891269683838,0.03147246241569519,0.00699051208794117,1.0,1.0,0.015144048813575258,1.0,0.8560979276895523,0.02388710416853428,0.014371763821691275,1.0,1.0,0.022395272510281453,1.0,0.5316756138434777,0.019759258398642905,0.01580629153893544,1.0,1.0,0.01637550793432941,1.0,0.8017480194568634,0.02583904517814517,0.07978268312290311,1.0,1.0
24,0.1808301284133146,0.20393891806403797,0.14739103478689988,0.005758100863416379,0.9982520149813758,0.9745146049393548,0.9927083333333333,0.9946180555555556,0.9833333333333333,60,0.01801407544925395,0.007566836513837593,0.7869388726022508,1.0,1.0,0.24369616068042485,0.020828520054970167,0.7264414018234321,1.0,1.0,0.2241994241822874,1.2445150585061971e-05,4.1483835283539903e-07,0.2150429764988895,0.013980000477749855,0.9916666666666667,0.6065464004874229,0.02898849658668041,0.05875951200723648,1.0,1.0,0.010813702889330064,0.990625,0.6725388944149018,0.025849061086773872,0.006970511190593243,1.0,1.0,0.010407518971866618,0.99375,0.8064071893692016,0.029903772473335265,0.007143771275877953,1.0,1.0,0.016043436280839766,1.0,0.8719548057764769,0.02655246052891016,0.016549555025994776,1.0,1.0,0.022849425652141993,1.0,0.6039055310762845,0.018856148307140056,0.01599376877913108,1.0,1.0,0.015836825173270577,1.0,0.754408186674118,0.03114934479817748,0.08393806978128851,1.0,1.0
25,0.1792044038573901,0.1962985821482208,0.14535882222569652,0.003952845366539906,0.9983720103899638,0.9780246062411202,0.9925347222222223,0.9946180555555556,0.9833333333333333,60,0.01718546959778501,0.007531298822464628,0.7775543017519845,1.0,1.0,0.23938602499202288,0.02059967794447346,0.724797347478107,1.0,1.0,0.21755814833469478,1.1254069816490021e-05,3.7513566054966736e-07,0.2150429764988895,0.012521872535580769,0.99375,0.6135409891605377,0.02870383523404598,0.058859135024249554,1.0,1.0,0.009837766548541065,0.9916666666666667,0.6384336650371552,0.026148834079504014,0.006495785713195801,1.0,1.0,0.010495502334864189,0.9885416666666667,0.8526902675628663,0.02827494889497757,0.007132096588611603,1.0,1.0,0.016256690335770447,1.0,0.765091061592102,0.024554515443742275,0.01792423687875271,1.0,1.0,0.021268022244718545,1.0,0.5899194570688101,0.02139203307720331,0.018021590434587918,1.0,1.0,0.015922895149560645,1.0,0.8419014185667038,0.027247646544128656,0.08157933834008872,1.0,1.0
